region,demographic-type,demographic,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
25,,,0.9960748042802187,0.9464184083669223,0.9380094163545635,0.8945023947173453,0.8521212959373264,0.814696861388153,0.8049973660311771,0.8251634941846121,0.7942395937250081,0.7754606869678073,0.7772691392882923,0.7654445358862987,0.7564674565836541
26,,,0.9406786491092091,0.8734132378535232,0.8611527525291132,0.8202875955561224,0.7708358220126451,0.7722410430818397,0.76927671400525,0.763420982047654,0.7399103154944295,0.7185942940565047,0.7136189509547507,0.6833614023993072,0.6786161677465102
27,,,1.023707687120656,0.9660170307395103,0.9399856898850278,0.8970671282307295,0.810538610903905,0.8156241541003192,0.8129088492116624,0.8256107578779082,0.8046596252894938,0.7887578192938035,0.7753086630370358,0.7718503628887448,0.7317092664946345
28,,,1.0010111539575852,,0.9358138062128294,0.8799327352454422,0.8446884246297178,0.8566086963536741,0.8341160795328251,0.8355523292976879,,0.7960140007434205,0.7456284912959528,0.7378557950226672,0.7147378657894761
29,,,1.066202916052679,1.0519337247189455,0.9916441631283072,0.9526737106297782,0.9090116906319149,0.8825889255310231,0.8887141427273435,0.8958746282769743,0.9049628648832462,0.9136620342051432,0.8817654964191555,0.8510005778785344,0.7603856794387469
30,,,1.1022162612761124,1.0676466924685666,,,,,,,,,0.8476489593346029,0.7931340740702056,0.769866040134045
31,,,1.1443659777606032,,1.0574488890249576,,,,0.9191155395427092,,0.9103713402123765,0.8717364058254649,0.8625873344940538,0.8712612929477758,0.8145669105178706
32,,,0.8106406416318632,0.7768530788846267,0.7854462204517745,0.733649820484135,0.7178732938692421,0.7316689782411971,0.6974561706339645,0.7224709461583677,0.6738189891489634,0.6634251730444218,0.6770297279118543,0.6460358366254133,0.6495838679620846
33,,,1.0387767835537955,,,,,,,,,,,,0.7745813929377167
34,,,0.8911826408354508,0.8421413825922224,0.8222357211759029,0.7771499713149056,0.728024081708281,0.7293763988099903,0.7225953715153796,0.7280131095380699,0.7047747461082345,0.6786428937034444,0.6703981474527734,0.6645066808010894,0.6445483664442752
35,,,1.093941396726496,1.0301016705362005,0.9790707028654503,0.9397485492875581,0.8709596342386348,0.8696899544508269,,0.8562594319620322,0.8251332781703922,0.8048481142646217,,,0.7158259254184206
36,,,0.8983129368147563,0.8632969794486517,0.8599846588464009,0.8273494442168148,0.8081582020616299,0.7919343448115405,0.7745595885699306,0.7814569437534142,0.7523870255393692,0.7267035855523547,0.7155900518071816,0.6981361163203915,0.6757280983710586
37,,,0.9871481337410815,0.9443318453492939,0.9256890739618598,0.8699696562380755,0.8313336491651397,0.8368348057014245,0.8229340355319764,0.8216563147607069,0.7892049092584668,0.7703969763356525,0.7635953796725272,0.7656335486049795,0.7340625132760222
39,,,0.9966561786454124,0.9454818277807753,0.9248689284552718,0.8730853174359834,0.8139987430919731,0.8062166706796285,0.7860662577039798,0.7921728481383797,0.7495672193762407,0.7359946317091721,0.7151447137033116,0.7041921941636324,0.6688892679860867
40,,,1.0436875073545864,0.997202861854493,0.9892635575822719,0.9486829952407371,0.875124556449838,0.8618874089925337,0.8456159947254497,0.8668631532777383,0.8198660610544014,0.8279862987615364,0.7807026495518566,0.7674939938018088,0.7165967213132355
41,,,1.1028341814137004,1.036702585208985,1.0174146024863753,0.9406093463122843,0.8847217440754273,0.8928517296716689,0.8844855400827187,0.8870806001328245,0.8797602984177637,0.8384593225130818,0.8268600801997218,0.8095703637952468,0.7927468896891722
42,,,0.9856946434491982,0.9285017920303358,0.9229137413843082,0.8799018694759125,0.827515860300017,0.8253542135712257,0.8081982297869102,0.8135321294706547,0.7763655765505116,0.7515670574410278,0.7346647414698374,0.7035935507289467,0.6704035046968142
44,,,,,,,,,,,,0.8046204453968754,,,
45,,,1.0174938318111992,0.9503486572091077,0.9287459089984619,0.8725440404341819,0.8343167134009977,0.8211570111036728,0.8210003588322038,0.8171202728223105,0.7839842837578943,0.7590755713988939,0.7516005523445368,0.7208115242959012,0.6967879061030599
47,,,1.0760130154515923,1.0214829064117275,1.0042674806864307,0.9487297449117943,0.9226839994808085,0.9124765773103015,0.8502098784566565,0.8769510558858292,0.8297588431289024,0.8056930654635296,0.7838632350353348,0.7824465401797146,0.7553472212207041
48,,,0.9881091451736455,0.9560869222071742,0.9391580926026487,0.8933894363968197,0.8521483703507561,0.8432437104068654,0.84162407682179,0.8401452684366788,0.8029409601126711,0.7829576503529868,0.7521640918788105,0.7272845865938398,0.7174741781868141
49,,,0.9931555041815572,0.9501525662996437,0.9340100815024639,0.863285023140918,0.8137373336625522,0.8054753769599687,0.8207966970028902,0.7920167902401057,0.759335853797165,0.7504996505030804,0.7326030699107754,0.7396804344847082,0.6994372147575788
51,,,0.9795458531718262,0.9116176457429904,0.8897348446155963,0.8425342508817285,0.7827749476256071,0.7839252184002802,0.7756970556641454,0.763531397317612,0.7205987826072743,0.7064911910451501,0.6945466516876312,0.6857559755147812,0.649150196822593
53,,,1.1336088809459157,1.0832436613383538,1.0765834160303536,1.0041109425434913,0.936355664637135,0.9363593629743316,0.9156473837609215,0.9270878722864068,0.8813414020610146,0.8747915261217791,0.8554903570528064,0.8319577637358853,0.822871227482595
55,,,1.014511367508565,0.9734547034018454,0.9547252251798692,0.912912699481866,0.8356426595754073,0.8270681748485458,0.8225317242568201,0.8096033535479727,0.7971219280481594,0.7713762514814447,0.7623927299731464,0.7298991824478323,0.7236364365752382
56,,,,,,,,,,,,0.7969061298840007,,,
